"Duraludon","ジュラルドン","Duraludon","Star","","Steel","Dragon","1","015","110","5","","","","Flash Cannon","Steel","","","","","115","88","106","110","49","79","Its body resembles polished metal, and it's both lightweight and strong. The only drawback is that it rusts easily.","みがきあげた きんぞくの ような からだは かるいうえに かたいが さびやすいのが けってんなのだ。","","","",""
"Pidgeot","ピジョット","Pigeot","Star","","Normal","Flying","1","016","100","5","","","","Hurricane","Flying","","","","","127","75","71","66","66","93","マッハ2で そらを とぶことが できる。 ちからいっぱい はばたくと たいぼくが しなるほどの きょうふうを まきおこす。","It races through the skies at Mach-2 speed. By flapping its wings with all its might, it can make a gust of wind capable of bending tall trees.","","","",""
"Aerodactyl","プテラ","Ptera","Star","","Rock","Flying","1","017","106","5","","","","Fly","Flying","","","","","124","97","62","57","71","119","A Pokémon restored from genetic matter found in amber. It flew freely through the skies in prehistoric times.","コハクの なかの いでんしかを ふくげんされた ポケモン。 おおむかしの そらを とびまわって いたらしい。","","","",""
"Arcanine","ウインディ","Windie","Star","","Fire","","1","018","114","5","","","Firium","Fire Blast","Fire","","","Inferno Overdrive","Fire","133","101","75","93","75","88","The fire burning inside its body gives it the power to run great distances. It has captivated people since long ago.","たいないで もえる ほのおの パワーで だいちを かける すがたは むかしから ひとびとを とりこに してきた。","","","",""
"Rhyperior","ドサイドン","Dosidon","Star","","Ground","Rock","1","019","110","5","","","Groundium","Earthquake","Ground","","","Tectonic Rage","Ground","155","128","119","53","53","39","It puts rocks in the holes in its palms and uses its muscles to shoot them. Geodude are shot on occasion.","てのひらの あなに いわを つめて きんにくの ちからで はっしゃする。 たまに イシツブテを とばす。","","","",""
"Lapras","ラプラス","Laplace","Star","","Water","Ice","1","020","110","5","","","","Ice Beam","Ice","","","","","168","79","75","79","88","57","It fully understands human speech. It loves crossing the sea with people on its back.","あたまか よく にんげんの ことばを わかる。 せなかに ひとを のせて うみを すすむのが すき。","","","",""
"Magnezone","ジバコイル","Jibacoil","Star","","Electric","Steel","1","021","110","5","","","","Zap Cannon","Electric","","","","","115","66","106","119","84","57","Three units generate strong magnetism. Sometimes this magnetism makes Magnezone attract each other so they cannot move.","3つの ユニットから つよい じりょくを だす。 ジバコイルどうしか じりょくで くっついて うごけなくなる ことも ある。","","","",""
"Vaporeon","シャワーズ","Showers","Star","","Water","","1","022","108","5","","","","Hydro Pump","Water","","","","","168","62","57","101","88","62","With cells similar to water molecules, it can invisibly melt away into water.","からだの さいぼうが みずの ぶんしに にているため みずに とけると まぎれてしまう。","","","",""
"Jolteon","サンダース","Thunders","Star","","Electric","","1","023","108","5","","","","Thunderbolt","Electric","","","","","111","62","57","101","88","119","If agitated, it uses stored electricity to erect its fur and fire it in bunches.","かんじょうが たかぶると でんきを ためて さかだてた たいもうを なんぼんも とばす。","","","",""
"Flareon","ブースター","Booster","Star","","Fire","","1","024","108","5","","","","Flamethrower","Fire","","","","","111","119","57","88","101","62","Inhaled air in its flame sac is blown out as fire that can reach 1700 degrees Celsius.","ほのおぶくろに くうきを おくりこみ １７００どの ほのおを ふくことが できる。","","","",""
"Celebi","セレビィ","Celebi","Star","Mythical","Psychic","Grass","1","025","122","5","","","","Leaf Storm","Grass","","","","","142","93","93","93","93","93","It has the power to travel across time and has appeared in various eras. It is revered as a guardian of the forest.","じかんを こえる ちからを つかって さまざまな じだいに すがたを あらわす。 もりの かみさまとして まつられている。","","","",""
"Grookey","サルノリ","Sarunori","","","Grass","","1","026","42","2","","","","Branch Poke","Grass","","","","","58","36","29","24","24","36","It attacks with rapid beats of its stick. As it strikes with amazing speed, it gets more and more pumped.","スティックの れんだで こうげきする。 すごい スピードで たたくうちに テンションが どんどん あがっていく。","","","",""
"Thwackey","バチンキー","Bachinkey","","","Grass","","1","027","64","3","","","","Razor Leaf","Grass","","","","","82","56","47","38","41","53","The faster a Thwackey can beat out a rhythm with its two sticks, the more respected it is among its peers.","2ほんの スティックで はげしい ビートを きざめる バチンキーほど なかまから そんけいされる。","","","",""
"Rillaboom","ゴリランダー","Gorirander","","","Grass","","1","028","90","4","","","","Bullet Seed","Grass","","","","","118","95","69","48","55","66","By drumming, it taps into the power of its special tree stump. The Rillaboom with the best drumming techniques becomes the boss of the troop.","とくべつな きりかぶの パワーを ドラミングで コントロール。 ドラムテクニックに すぐれた ゴリランダーが なかまたちの ボスになる。","","","",""
"Scorbunny","ヒバニー","Hibanny","","","Fire","","1","029","42","2","","","","Ember","Fire","","","","","58","40","24","24","24","38","A warm-up of running around gets fire energy coursing through its body. Once that happens, it's ready to fight at full power.","はしりまわって たいおんが あがると ほのおエネルギーが からだを めぐり ほんらいの ちからを だせるのだ。","","","",""
"Raboot","ラビフット","Rabbifuto","","","Fire","","1","030","64","3","","","","Flame Charge","Fire","","","","","79","56","41","38","41","61","To practice its footwork, it kicks berries right off the branches of trees and then juggles them with its feet.","あしわざを みがくため てを つかわずに きの えだから きのみを つみとって リフティングする。","","","",""
"Cinderace","エースバーン","Aceburn","","","Fire","","1","031","90","4","","","","Blaze Kick","Fire","","","","","103","88","59","51","59","90","It juggles a pebble with its feet, turning it into a burning soccer ball, and strikes opponents hard with its shots.","こいしを リフティングして ほのおの サッカーボールを つくりだし するどい シュートで こうげきする。","","","",""
"Sobble","メッソン","Messon","","","Water","","1","032","42","2","","","","Water Gun","Water","","","","","58","24","24","39","24","39","When it gets wet, its skin changes color, and it becomes invisible as if it were camouflaged.","ひふの ぬれると いろが かわり カムフラージュ されたかの ように すがたが みえなく なる。","","","",""
"Drizzile","ジメレオン","Jimereon","","","Water","","1","033","64","3","","","","Water Pulse","Water","","","","","79","41","38","62","38","59","It battles using water balloons created with moisture secreted from its palms. It is highly intelligent but also very lazy.","てのひらから でる すいぶんを まるめて みずの たまを つくって つかい たたかう。 あたまが よく めんどうくさがり。","","","",""
"Inteleon","インテレオン","Intereon","","","Water","","1","034","90","4","","","","Dive","Water","","","","","96","66","51","95","51","91","It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.","たさいな きのうを かくしもつ。 ゆびから みずを ふんしゃして せなかの ひまくで かぜに のる。","","","",""
"Chespin","ハリマロン","Harimaron","","","Grass","","1","035","42","2","","","","Vine Whip","Grass","","","","","60","33","36","28","26","23","It can harden the quills on its head so they become sharp enough to pierce rock.","あたまの トゲに ちからを こめると いわをも つらぬいて しまうほど するどく かたく とがる。","","","",""
"Quilladin","ハリボーグ","Hariborg","","","Grass","","1","036","62","3","","","","Needle Arm","Grass","","","","","76","51","62","38","39","39","It does not start fights on its own. Its sturdy body is covered in quills to repel opponent's attacks.","みずから あらそうことは しない。 がんじょうな カラに おおわれた からだは あいての こうげきを はじきかえす。","","","",""
"Chesnaught","ブリガロン","Brigarron","","","Grass","Fighting","1","037","90","4","","","","Seed Bomb","Grass","","","","","109","82","94","58","59","51","When in a defensive posture with its fists guarding its face, it can withstand even a bomb blast.","めの まえで こぶしを あわせ ぼうぎょしせいを とると ばくだんが ちょくげきしても たえる。","","","",""
"Fennekin","フォッコ","Fokko","","","Fire","","1","038","40","2","","","","Ember","Fire","","","","","53","26","24","34","33","33","It carries a twig as its favourite food. Munching the twig fills it with energy, and it vents hot air from its ears.","こうぶつの こえだを もちあるく。 ポリポリ たべると げんきに なって みみから ねっきを ふきだすよ。","","","",""
"Braixen","テールナー","Tairenar","","","Fire","","1","039","62","3","","","","Flame Charge","Fire","","","","","75","40","39","59","47","48","It has a twig stuck in its tail. When in battle, it pulls the twig out and friction causes it to catch fire.","しっぽに きのえだを さしている。 たたかう ときは この えだを ひきぬいて まさつで ひを おこす。","","","",""
"Delphox","マフォクシー","Mahoxy","","","Fire","Psychic","1","040","90","4","","","","Mystical Fire","Fire","","","","","100","54","56","87","77","79","It stares into the flame on its stick to focus its mind, allowing it see that which is to come.","つえの ほのおを じっと みて きもちを しゅうちゅうすると このさき おこる ことが よちできる。","","","",""
"Froakie","ケロマツ","Keromatsu","","","Water","","1","041","42","2","","","","Bubble","Water","","","","","53","31","24","34","26","40","It protects its skin by covering its body in flexible bubbles secreted from its chest and back.","だんりょくの ある アワを むねと せなかから だして からだを つつんで みを まもる。","","","",""
"Frogadier","ゲコガシラ","Gekogahshier","","","Water","","1","042","62","3","","","","Water Pulse","Water","","","","","72","42","36","54","38","63","It is nimble enough to scale buildings of more than 600 meters in a minute's time.","６００メートルを こえる たてものの うえまで １ぷんで のぼる みがるさの もちぬし。","","","",""
"Greninja","ゲッコウガ","Gekkouga","","","Water","Dark","1","043","90","4","","","","Waterfall","Water","","","","","97","73","53","79","56","94","This ninja-like Pokémon moves around quickly and hurls water throwing stars.","すばやく うごきまわり みずの しゅりけんを とばす にんじゃのような ポケモンだ。","","","",""
"Wooloo","ウールー","Wooluu","","","Normal","","1","044","38","2","","","","Tackle","Normal","","","","","54","24","31","24","26","28","Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.","パーマの かかった たいもうは たかい クッションせいが ある。 がけから おちても へっちゃら。","","","",""
"Dubwool","バイウールー","Baiwooluu","","","Normal","","1","045","72","3","","","","Headbutt","Normal","","","","","83","53","65","41","59","57","Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You'll start to bounce the moment you set foot on it.","だんりょくの ある けで おった カーペットは トランポリンみたいで のれば ピョンピョン はねるのだ。","","","",""
"Yamper","ワンパチ","Wanpachi","","","Electric","","1","046","38","2","","","","Nuzzle","Electric","","","","","62","26","29","24","29","16","This gluttonous Pokémon only assists people with their work because it wants treats. As it runs around, it crackles with electricity.","おやつに つられて ひとの しごとを てつだう くいしんぼう。 パチパチと でんきを まとって はしりまわる。","","","",""
"Boltund","パルスワン","Pulsewan","","","Electric","","1","047","84","4","","","","Spark","Electric","","","","","95","69","48","68","48","93","This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.","でんきを つくって あしに おくり はしりを アシスト。 みっかみばん やすまず はしれるのだ。","","","",""
"Gossifleur","ヒメンカ","Himenka","","","Grass","","1","048","44","2","","","","Leafage","Grass","","","","","64","28","41","28","41","7","It whirls around in the wind while singing a joyous song. This delightful display has charmed many people into raising it.","そよかぜで くるくる まわりながら たのしそうに うたう すがたが あいらしく そだてる ひとが おおい。","","","",""
"Eldegoss","ワタシラガ","Watashiraga","","","Grass","","1","049","80","4","","","","Leaf Tornado","Grass","","","","","89","41","69","62","92","48","The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.","わたげの タネは えいようまんてん。 かぜに のせて とばして くさきや ポケモンたちを げんきにさせる。","","","",""
"Cramorant","ウッウ","Uu","","","Flying","Water","1","050","70","3","","","","Scald","Water","","","","","82","56","38","56","62","56","This hungry Pokémon swallows Arrokuda whole. Occasionally, it makes a mistake and tries to swallow a Pokémon other than its preferred prey.","くいしんぼうで エサの サシカマスを まるのみするが たまに まちがえて ほかの ポケモンに くらいつく。","","","",""
"Pidgey","ポッポ","Poppo","","","Normal","Flying","1","051","36","2","","","","Gust","Flying","","","","","53","26","24","21","21","31","It is very docile and does not like to fight. It can unerringly return home to its nest, however far it may be removed from its familiar surroundings.","おとなしい せいかくで たたかいは すきではない。 じぶんの すから どれだけ はなれても まよわずに かえることが できる。","","","",""
"Pidgeotto","ピジョン","Pigeon","","","Normal","Flying","1","052","54","3","","","","Wing Attack","Flying","","","","","77","41","38","35","35","47","It flies over its wide territory in search of prey. However high it flies, its vision enables it to distinguish the movements of its prey.","ひろい なわばりを とびまわり えものを さがす。 どんなに たかい ところからでも えものの うごきを みわける しりょくの もちぬし。","","","",""
"Pidgeot","ピジョット","Pigeot","","","Normal","Flying","1","053","82","4","","","","Air Slash","Flying","","","","","105","62","59","55","55","77","マッハ2で そらを とぶことが できる。 ちからいっぱい はばたくと たいぼくが しなるほどの きょうふうを まきおこす。","It races through the skies at Mach-2 speed. By flapping its wings with all its might, it can make a gust of wind capable of bending tall trees.","","","",""
"Slowpoke","ヤドン","Yadon","","","Water","Psychic","1","054","42","2","","","","Water Gun","Water","","","","","77","37","37","24","24","9","Very slow and stupid. If its tail is bitten, it won't even notice for a whole day.","のろまで とても にぶい。 しっぽに かみつかれても いちにちじゅう きが つかない。","","","",""
"Slowbro","ヤドラン","Yadoran","","","Water","Psychic","1","055","84","4","","","","Water Pulse","Water","","","","","114","59","84","77","62","24","A Shellder is stuck to it. It keeps biting and won't let go because of the flavor that oozes from its tail.","くっついているのは シェルダー。 しっぽから うまみが にじみでるため かみついて ずっと はなれない。","","","",""
"Pikachu","ピカチュウ","Pikachu","","","Electric","","1","056","60","3","","","","Spark","Electric","","","","","71","44","33","41","41","70","It is said that electricity accumulates in the electric sacs on Pikachu's cheeks while it sleeps.","ほっぺたの でんきぶくろには ピカチュウが ねている あいだに でんきが たまると いわれている。","","","",""
"Raichu","ライチュウ","Raichu","","","Electric","","1","057","84","4","","","","Thunder","Electric","","","","","89","69","44","69","62","84","If its electric pouches run empty, it raises its tail to gather electricity from the atmosphere.","でんきぶくろが からっぽに なると しっぽを まっすぐ たてて くうきちゅうの でんきを あつめる。","","","",""
"Alolan Sandshrew","アローラサンド","Alolan Sand","","","Ice","Steel","1","058","40","2","","","","Icicle Spear","Ice","","","","","58","41","50","6","21","24","It developed a very hard shell. Conversely, it can't roll its body up into a ball anymore.","こうらが とても かたく はったつした。 そのかわり からだを まるめることが できなくなってしまった。","","","",""
"Alolan Sandslash","アローラサンドパン","Alolan Sandpan","","","Ice","Steel","1","059","78","4","","","","Icicle Crash","Ice","","","","","100","77","92","20","51","51","Stabs from its spikes, which are sheathed in ice, not only cause deep wounds but severe frostbite as well.","こおりに おおわれた ハリに さされると きずつくだけで なく とうしょうにも なってしまうのだ。","","","",""
"Eevee","イーブイ","Eievui","","","Normal","","1","060","60","3","","","","Swift","Normal","","","","","85","44","41","37","51","44","Thanks to its unstable genetic makeup, it can evolve into a variety of different forms.","ふあんていな いでんしの おかげで いろいろな すがたかたちに しんかする。","","","",""
"Vaporeon","シャワーズ","Showers","","","Water","","1","061","90","4","","","","Muddy Water","Water","","","","","139","51","48","84","73","51","With cells similar to water molecules, it can invisibly melt away into water.","からだの さいぼうが みずの ぶんしに にているため みずに とけると まぎれてしまう。","","","",""
"Jolteon","サンダース","Thunders","","","Electric","","1","062","90","4","","","","Thunder","Electric","","","","","92","51","48","84","73","99","If agitated, it uses stored electricity to erect its fur and fire it in bunches.","かんじょうが たかぶると でんきを ためて さかだてた たいもうを なんぼんも とばす。","","","",""
"Flareon","ブースター","Booster","","","Fire","","1","063","90","4","","","","Lava Plume","Fire","","","","","92","99","48","73","84","51","Inhaled air in its flame sac is blown out as fire that can reach 1700 degrees Celsius.","ほのおぶくろに くうきを おくりこみ １７００どの ほのおを ふくことが できる。","","","",""
"Doduo","ドードー","Dodo","","","Normal","Flying","1","064","40","2","","","","Peck","Flying","","","","","50","46","26","21","21","41","Its two heads take turns sleeping and keeping watch. When threatened, it flees at over 100 km/h.","ねむっている ときも 2つの あたまは かわりばんこで みはりを しており きけんに なると じそく100キロで にげる。","","","",""
"Dodrio","ドードリオ","Dodorio","","","Normal","Flying","1","065","82","4","","","","Pluck","Flying","","","","","89","84","55","48","48","84","It uses its three brains to collect data and plan three times as wisely, but it may think too much and become immobilized.","3つの あたまで 3ばいの じょうほうを あつめて こうどな さくせんを あやつるが たまに かんがえすぎて うごけなくなる。","","","",""
"Dedenne","デデンネ","Dedenne","","","Electric","Fairy","1","066","52","2","","","","Thunder Shock","Electric","","","","","66","32","32","44","38","55","It uses its tail to absorb electricity from things such as house outlets, and releases it from its whiskers.","しっぽで いえの コンセントなどから でんきを きゅうしゅうして ヒゲから ほうしゅつする。","","","",""
"Jynx","ルージュラ","Rougela","","","Ice","Psychic","1","067","68","3","","","","Avalanche","Ice","","","","","79","35","24","74","62","62","It emits cries like human speech, but their meaning is not understood.","にんげんの ことばの ような なきごえを はっしているが いみは まるで わからない。","","","",""
"Dhelmise","ダダリン","Dadarin","","","Grass","Ghost","1","068","74","3","","","","Giga Drain","Grass","","","","","82","85","65","56","59","28","The tangled seaweed on its anchor is part of its body. For some reason, it only goes after big prey.","イカリに からんだ モズクの ぶぶんが ほんたいだ。 なぜか おおきな えものを このんで ねらう。","","","",""
"Onix","イワーク","Iwark","","","Rock","Ground","1","069","60","3","","","","Bulldoze","Ground","","","","","61","32","103","21","32","47","It burrows through the ground at a speed of 80 km/h. It has a magnet in its brain, which acts as a compass and prevents it from losing direction while tunneling.","じそく80キロで ちちゅうを ほりすすみ。 のうみそに じしゃくが あるので つちの なかでも ほうこうを まちがえない。","","","",""
"Turtonator","バクガメス","Bakugames","","","Fire","Dragon","1","070","84","4","","","","Incinerate","Fire","","","","","89","61","102","70","66","30","The shell on its back explodes when attacked. It gushes fire and poisonous gases from its nostrils.","せなかの こうらを こうげきすると ばくはつする。 はなの あなからは ほのおや どくガスを ふきだす。","","","",""
"Mewtwo","ミュウツー","Mewtwo","Superstar","Legendary","Psychic","","2","001","158","6","","","","Psystrike","Psychic","","","","","172","119","98","165","98","140","A Pokémon created by recombining Mew's genes. It was created solely for battling.","ミュウの いでんしを くみかえて うみだされたポケモン。 たたかいの ためだけに つくられた。","","","",""
"Mew","ミュウ","Mew","Superstar","Mythical","Psychic","","2","002","142","6","","","","Psychic","Psychic","","","","","166","109","109","109","109","109","Because it can use any move in this world, it is said to have the genes of all Pokémon.","どんな わざでも つかえるので このせかい すべての ポケモンの いでんしを もっていると いわれる。","","","",""
"Zygarde","ジガルデ","Zygarde","Superstar","Legendary","Dragon","Ground","2","003","164","6","","","","Land's Wrath","Ground","","","","","286","109","130","94","103","103","This is Zygarde's form when all of its cells have been gathered. It uses its overwhelming power to combat threats to the ecosystem.","すべての ジガルデ・セルが あつまった すがた。 あっとうてきな ちからで せいたいけいを おびやかす ものと たたかう。","","","",""
"Darkrai","ダークライ","Darkrai","Superstar","Mythical","Dark","","2","004","142","6","","","","Dark Pulse","Dark","","","","","134","98","98","145","98","135","It drives off people and Pokémon from its territory by showing them nightmares.","じぶんの なわばりに はいってきた ひとや ポケモンを おいだすため ねむらせて あくむを みせる。","","","",""
"Keldeo","ケルディオ","Keldeo","Superstar","Mythical","Water","Fighting","2","005","138","5","","","","Secret Sword","Fighting","","","","","156","79","98","139","98","117","It can run on the surface of water by blowing water from its hooves. It excels at using leg moves while battling.","ひづめから みずを ふきだして すいめんを はしることが できる。 あしわざで たたかうのが とくい。","","","",""
"Mimikyu","ミミッキュ","Mimikkyu","Superstar","","Ghost","Fairy","2","006","126","6","","","Ghostium","Shadow Claw","Ghost","","","Never-Ending Nightmare","Ghost","119","98","88","55","114","104","A lonely Pokémon. It conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokémon.","さびしがりやの ポケモン。 おそろしい すがたを ボロぬので かくして にんげんや ほかの ポケモンに ちかづく。","","","",""
"Hydreigon","サザンドラ","Sazandora","Superstar","","Dark","Dragon","2","007","142","6","","","Darkinium","Crunch","Dark","","","Black Hole Eclipse","Dark","157","114","98","135","98","106","It will attack anything that moves and devour them with its three heads. The heads on its arms do not have brains.","うごく ものに おそいかかり ３つの あたまで くらいつくして しまう。 りょううでの あたまは のうみそを もたない。","","","",""
"Lucario","ルカリオ","Lucario","Superstar","","Fighting","Steel","2","008","126","6","","","Fightinium","Focus Blast","Fighting","","","All-Out Pummeling","Fighting","134","119","77","124","77","98","It can read the aura produced by all things. It can identify others over half a mile away.","あらゆる ものが だす はどうを よみとることができる。 １キロ さきの あいてのことも わかる。","","","",""
"Gardevoir","サーナイト","Sirnight","Superstar","","Psychic","Fairy","2","009","124","6","","","","Psychic","Psychic","","","","","132","72","72","135","124","88","It protects people that it believes in by using the full force of its psychokinetic power to create a small black hole.","しんじあっている ひとを まもるとき ぜんりょくで サイコパワーを つかい ちいさな ブラックホールを つくる。","","","",""
"Scizor","ハッサム","Hassam","Superstar","","Bug","Steel","2","010","122","6","","","","X-Scissor","Bug","","","","","134","140","109","62","88","72","It smashes opponents with pincers hard as steel. It flaps its wings to regulate its body temperature.","はがねの ように かたく おもい ハサミで あいてに たたきつぶす。 ハネを はばたかせて たいおんを ちょうせつする。","","","",""
"Torterra","ドダイトス","Dodaitose","Star","","Grass","Ground","2","011","112","5","","","Groundium","Earthquake","Ground","","","Tectonic Rage","Ground","143","105","101","74","83","56","Torterra's back is so large that small Pokémon sometimes make their nests there.","ドダイトスの せなかは おおきいので ちいさな ポケモンたちが すを つくることも ある。","","","",""
"Infernape","ゴウカザル","Goukazaru","Star","","Fire","Fighting","2","012","114","5","","","Fightinium","Close Combat","Fighting","","","All-Out Pummeling","Fighting","125","100","70","100","70","104","It will take on any opponent using unique fighting techniques with fire on its hands and feet.","てと あしに ほのおを まとう ユニークな かくとうわざを つかって どんな あいてとも たたかう。","","","",""
"Empoleon","エンペルト","Emperte","Star","","Water","Steel","2","013","114","5","","","Steelium","Flash Cannon","Steel","","","Corkscrew Crash","Steel","133","84","85","107","97","60","In a flock of Empoleon, the size of the horns that extend from each of their beaks represent their strength.","エンペルトの むれでは クチバシから のびる ツノの おおきさが つよさを あらわす。","","","",""
"Drednaw","カジリガメ","Kajirigame","Star","","Water","Rock","2","014","104","5","","","","Head Smash","Rock","","","","","138","110","87","48","67","73","This Pokémon rapidly extends its retractable neck to sink its sharp fangs into distant enemies and take them down.","くびが のびちぢみする。 はなれた ところから くびを いっきに のばし するどい キバで てきを しとめる。","","","",""
"Obstagoon","タチフサグマ","Tachifusaguma","Star","","Dark","Normal","2","015","112","5","","","","Throat Chop","Dark","","","","","141","87","97","60","79","92","It evolved after experiencing numerous fights. While crossing its arms, it lets out a shout that would make any opponent flinch.","ケンカを くりかえし しんか。 うでをクロスし さけぶ おたけびは どんな あいても ひるませるぞ。","","","",""
"Runerigus","デスバーン","Deathbarn","Star","","Ground","Ghost","2","016","104","5","","","","Shadow Claw","Ghost","","","","","109","92","138","49","101","29","Never touch its shadowlike body, or you'll be shown the horrific memories behind the picture carved into it.","かげの ような からだに ふれては いけない。 えに きざまれた おそろしい きおくを みせられるぞ。","","","",""
"Galarian Rapidash","ガラルギャロップ","Galarian Gallop","Star","","Psychic","Fairy","2","017","108","5","","","","Psycho Cut","Psychic","","","","","115","97","69","78","78","101","Brave and prideful, this Pokémon dashes airily through the forest, its steps aided by the psychic power stored in the fur on its fetlocks.","ゆうもうかかんで ほこり たかい。 あしさきの けに サイコパワーを ためて かろやかに もりを かける。","","","",""
"Gengar","ゲンガー","Gangar","Star","","Ghost","Poison","2","018","108","5","","","","Shadow Ball","Ghost","","","","","111","64","60","124","74","106","It steals heat from its surroundings. If the temperature suddenly drops, it is surely the work of a Gengar.","まわりの ねつを うばう。 とつぜん おんどが さがったら ゲンガーの しわざに ちがいない。","","","",""
"Slowbro","ヤドラン","Yadoran","Star","","Water","Psychic","2","019","106","5","","","","Zen Headbutt","Psychic","","","","","143","74","106","97","78","29","A Shellder is stuck to it. It keeps biting and won't let go because of the flavor that oozes from its tail.","くっついているのは シェルダー。 しっぽから うまみが にじみでるため かみついて ずっと はなれない。","","","",""
